What was the most frequently mentioned tax in Chola inscriptions?,"According to the context, the most frequently mentioned tax in Chola inscriptions is ""vetti"", which was taken in the form of forced labor. The second most frequently mentioned tax is ""kadamai"", or land revenue."
How were functionaries for revenue collection selected?,"According to the context, functionaries for revenue collection were generally recruited from influential families, and positions were often hereditary. This was true about the army as well, with close relatives of the king holding these positions."
What is a prashasti?,"According to the provided context, a prashasti refers to ""Many rulers described their achievements in prashastis"". It appears to be a type of inscription or document that records a ruler's achievements, with examples mentioned including those of Nagabhata and Samudragupta."
Why did seasonal industries prefer hand labour?,"Seasonal industries preferred hand labour because they needed more workers to meet their peak demand during certain times of the year. For example, gas works and breweries were busier during cold months, while bookbinders and printers needed extra hands before Christmas. This fluctuation in production required a flexible workforce that could be hired seasonally, making hand labour a more suitable option for these industries."
What kind of claims did rulers make in their prashastis?,"According to the context, rulers made claims in their prashastis about their achievements, such as:

* The exploits of Nagabhata, a Pratihara king, including victories over other kingdoms and princes.
* Establishment and construction of temples.

These claims were likely made to depict the ruler as a valiant and victorious warrior, which was how they wanted to be perceived."
How were land grants recorded?,"According to the context, land grants were recorded by writing names of eligible members on small tickets of palm leaf and putting them into an earthenware pot. A young boy would then take out the tickets one by one for each committee. This method was used to organize committees for various purposes, such as irrigation works, gardens, temples, etc."
What was the purpose of giving land grants to Brahmanas?,"According to the context, the purpose of giving land grants to Brahmanas was to reward them."
What was the “tripartite struggle” about?,"According to the context, the ""tripartite struggle"" refers to a conflict between three parties: Gurjara-Pratiharas, Rashtrakutas, and Palas."
Which three dynasties fought for control over Kanauj?,"Based on the given context, the three dynasties that fought for control over Kanauj were:

1. Chahamanas (Chauhans)
2. Chalukyas of Gujarat
3. Gahadavalas of western Uttar Pradesh"
Why did Mahmud of Ghazni raid Indian temples?,"According to the context, Mahmud of Ghazni raided Indian temples because he had a religious motive. He targeted wealthy temples, including that of Somnath in Gujarat, and carried away much of their wealth to create a splendid capital city at Ghazni."
Which Chahamana ruler defeated Muhammad Ghori in 1191?,"According to the context, Prithviraja III (1168-1192), a Chahamana ruler, defeated Muhammad Ghori in 1191."
What happened in the battle between Prithviraja III and Muhammad Ghori in 1192?,"According to the context, Prithviraja III of the Chahamana dynasty lost a battle against Muhammad Ghori in 1192, a year after having defeated him in 1191."
Which dynasty held power in the Kaveri delta before the Cholas?,"According to the context, the Muttaraiyar held power in the Kaveri delta before the Cholas."
Who founded the Chola kingdom?,"According to the context, Vijayalaya, a chief of the Cholas from Uraiyur, captured the Kaveri delta from the Muttaraiyar in the middle of the ninth century and founded the Chola kingdom."
What temple did Vijayalaya build in Thanjavur?,"According to the context, Vijayalaya did not build a temple in Thanjavur. The temples mentioned as being built in Thanjavur are those of Rajaraja and Rajendra, which were built by them and feature goddess Nishumbhasudini. Therefore, the answer is that Vijayalaya did not build any temple in Thanjavur."
Which Chola ruler expanded the kingdom the most?,"According to the context, Rajaraja I is considered the most powerful Chola ruler who expanded the kingdom the most. He reorganized the administration of the empire and continued his father's expeditions."
What led to the rise of factories in India?,"According to the context, the rise of factories in India was led by European Agencies such as Bird Heiglers & Co., Andrew Yule, and Jardine Skinner & Co. These agencies mobilized capital, set up joint-stock companies, and managed them, with Indian financiers providing the capital while European agencies made all investment and business decisions."
How did Chola temples become centers of economic life?,"According to the context, Chola temples became centers of economic life because they:

* Grew settlements around them, which were centers of craft production
* Were endowed with land by rulers and others, and the produce of this land went into maintaining temple specialists
* Served as a hub for various craftsmen, such as bronze image makers

These factors made temples not only places of worship but also centers of economic, social, and cultural life."
What type of images were created using Chola bronze sculpture?,"Based on the context, Chola bronze sculpture was used to create images of devotees. Additionally, sometimes images were made of devotees as well."
Why was irrigation important for Chola agriculture?,"According to the context, irrigation was important for Chola agriculture because it provided the necessary moisture for crop cultivation, particularly rice. The document states that ""water from the channels also provides the necessary moisture for agriculture, particularly the cultivation of rice."""
What were some methods of irrigation used by the Cholas?,"According to the provided context, some methods of irrigation used by the Cholas were:

* Wells dug in some areas
* Huge tanks constructed to collect rainwater in other places

These methods were used to carry out agriculture and cultivate crops."
What was the role of village councils in Chola administration?,"According to the context, village councils played a role in dispensing justice and collecting taxes. They were also involved in deciding how water was shared for irrigation purposes. Additionally, rich peasants exercised control over the affairs of these villages under the supervision of the central Chola government."
What was a sabha in Chola administration?,"A sabha in Chola administration refers to a type of assembly or council. According to the Uttaramerur inscription, members of a sabha should be landowners who meet certain criteria such as being between 35 and 70 years old, having knowledge of the Vedas, and being well-versed in administrative matters and honest."
How were members of the sabha selected?,"According to the Uttaramerur inscription, members of a sabha were selected based on the following criteria:

* Owners of land from which land revenue is collected
* Having their own homes
* Between 35 and 70 years of age
* Knowledge of the Vedas
* Well-versed in administrative matters and honest

Additionally, anyone who has been a member of any committee in the last three years cannot become a member of another committee, and anyone who has not submitted his accounts and those of his relatives cannot contest the elections."
What were some types of land mentioned in Chola inscriptions?,"According to the Chola inscriptions mentioned in the context, some types of land are:

1. Vellanvagai: Land of non-Brahmana peasant proprietors
2. Brahmadeya: Land gifted to Brahmanas
3. Shalabhoga: Land for the maintenance of a school
4. Devadana/Tirunamattukkani: Land gifted to temples
5. Pallichchhandam: Land donated to Jaina institutions

These categories are mentioned in the context as types of land recorded in Chola inscriptions."
What is brahmadeya land?,"According to the context, Brahmadeya refers to ""land gifted to Brahmanas""."
What was the role of trader associations in Chola towns?,"According to the context, trader associations in Chola towns played a role in maintaining control over production, regulating competition and prices, and restricting the entry of new people into the trade. These associations were known as urban crafts and trade guilds that trained craftspeople and maintained control over specific products, making it difficult for new merchants to set up business in towns."
Who wrote the history of Kashmir’s rulers?,"According to the context, Kalhana wrote the history of Kashmir's rulers."
How did Kalhana’s approach to history differ from prashastis?,"Based on the provided context, Kalhana's approach to history differed from prashastis in that he was often critical about rulers and their policies, whereas prashastis are typically hagiographic accounts of a ruler's achievements."
What does the Periyapuranam tell us about village life?,"Based on the provided context, the Periyapuranam tells us about village life by describing a small hamlet of Pulaiyas (a social group considered ""outcastes"" by Brahmanas and Vellalas) in Adanur. The passage describes the huts, inhabitants, and surroundings of this village, giving us an idea of rural life in ancient Tamil society."
What occupations did Pulaiyar people engage in?,"According to the context, Pulaiyar people engaged in menial occupations such as agrarian labor and husking paddy."
How were temple inscriptions different from local village records?,"According to the context, temple inscriptions were different from local village records in that they recorded detailed information about Brahmana settlements and their administrative organizations, including committees for irrigation works, gardens, and temples. Local village records, on the other hand, are not explicitly mentioned as containing similar information."
Which dynasty ruled Delhi before the Chauhans?,"According to the context, the Tomaras ruled Delhi before the Chauhans."
When did the Chauhans defeat the Tomaras?,The Chauhans defeated the Tomaras in 1191.
How did Delhi become an important commercial center?,"According to the context, Delhi became an important commercial center under the Tomaras and Chauhans in the 12th century. Many rich temples were built here, and coins minted in Delhi had a wide circulation."
Which Indian industry expanded during British rule?,"According to the context, the Indian industry that expanded during British rule is textiles."
Which dynasty founded the Delhi Sultanate?,"According to the context, the Chauhans dynasty founded the Delhi Sultanate."
Who was the first ruler of the Delhi Sultanate?,"According to Table 1, Qutbuddin Aybak was the first ruler of the Delhi Sultanate, ruling from 1206 to 1210."
Name any two dynasties that ruled Delhi after the Khaljis.,"According to the given context, two dynasties that ruled Delhi after the Khaljis are:

1. Tughluq Dynasty
2. Sayyid Dynasty"
What was the official language of administration under the Delhi Sultans?,"According to the context, the official language of administration under the Delhi Sultans was Persian."
Why did Indian textiles face competition from Manchester cloth?,"Indian textiles faced competition from Manchester cloth because the goods from Manchester were cheap and durable, making it impossible for Indian manufactures to compete. This led to a decline in textile exports from India, with piece-goods accounting for 3% of India's exports by 1850-51, down from 33% in 1811-12."
What was the role of historians in the Sultanate courts?,"According to the context, historians in Sultanate courts played a role as learned men: secretaries, administrators, poets and courtiers. They both recounted events and advised rulers on governance, emphasizing the importance of just rule. Their writings often aimed to persuade Sultans to preserve an ""ideal"" social order based on birthright and gender distinctions."
What did Fakhr-i Mudabbir say about the relationship between the king and his subjects?,"Based on the context, Fakhr-i Mudabbir said that a king cannot survive without soldiers. Soldiers cannot live without salaries. Salaries come from revenue collected from peasants. But peasants can pay revenue only when they are prosperous and happy. This happens when the king promotes justice and honest governance. Therefore, according to Fakhr-i Mudabbir, the relationship between the king and his subjects is about promoting justice and honesty for the prosperity of the peasants, which in turn provides revenue and salaries for the soldiers."
Why did soldiers depend on the revenue collected from peasants?,"Based on the context, soldiers depended on the revenue collected from peasants because the positions in the army were often hereditary and held by close relatives of the king. The functionaries for collecting revenue were generally recruited from influential families, and their positions were often hereditary."
"How could peasants pay taxes, according to the Circle of Justice?","According to the Circle of Justice, peasants paid taxes through local headmen or zamindars. These intermediaries collected revenue on behalf of the Mughal rulers."
What was the birthright system in medieval governance?,"Based on the context, the birthright system in medieval governance refers to privileges claimed on account of birth. For example, people believed nobles inherited their rights to govern because they were born in certain families. This suggests that social status and position were determined by one's family lineage or birth."
What were gender distinctions used for in society?,"According to the context, gender distinctions were used to justify the division of labor and responsibilities between men and women. Chaumette's argument was that nature had assigned domestic duties to women, such as nurturing babies, while men were meant for activities like hunting, agriculture, and politics. This justification was used to maintain the social status quo and restrict women's participation in public life, including political rights."
Who was the first woman Sultan of Delhi?,"According to the context, Raziyya, Sultan Iltutmish's daughter, became the first woman Sultan of Delhi in 1236."
Why did Minhaj-us-Siraj oppose Raziyya’s rule?,"According to Minhaj-us-Siraj, Raziyya's rule went against God's ideal social order, where women were supposed to be subordinate to men. He questioned how she could have gained power despite her excellent qualities since her account did not fit under the category of men.

I think it was difficult for a woman to be a ruler because Minhaj-us-Siraj explicitly stated that Raziyya's rule went against God's ideal social order, implying that women were not meant to hold power."
How did Raziyya describe herself on her inscriptions and coins?,"According to the context, Raziyya described herself on her inscriptions and coins as the daughter of Sultan Iltutmish."
Which queen of the Kakatiya dynasty disguised herself as a man?,"According to the document, Rudramadevi, the queen of the Kakatiya dynasty, disguised herself as a man on her inscriptions and coins."
"What title was given to Didda, the queen of Kashmir?","According to the context, Didda, the queen of Kashmir, was given the title ""didid"" or ""elder sister"", which is an affectionate term given to her by her subjects."
What was the role of special slaves in the administration?,"Based on the provided context, special slaves played a role in administration as domestic servants who catered to their slave owners' needs. The quote by Arthur Young suggests that those who relied heavily on such slaves were putting themselves and their property at risk due to the treatment of these slaves."
What was the Swadeshi movement?,"According to the context, the Swadeshi movement was a struggle that unfolded in all over India, with large public meetings and demonstrations organized and novel methods of mass protest developed. It was strongest in Bengal but had echoes elsewhere too."
Why did Sultans prefer slaves over their own sons for administration?,"According to the context, Sultans preferred slaves over their own sons for administration because a slave whom one has brought up and promoted must be looked after for it needs a whole lifetime and good luck. This implies that the Sultan could trust and rely on their loyal slaves, who were totally dependent upon them."
How did Muhammad Tughluq appoint people of humble birth to high positions?,"According to the context, Muhammad Tughluq appointed people of humble birth as clients to high positions. These individuals were often slaves or servants who were brought up and promoted by the Sultan. The Sultan's patronage was seen as a sign of his loss of political judgement and incapacity to rule, as criticized by Ziyauddin Barani."
Why did historian Ziyauddin Barani criticize Muhammad Tughluq’s appointments?,"According to the context, Ziyauddin Barani criticized Muhammad Tughluq's appointments because he considered them a sign of the Sultan's loss of political judgment and his incapacity to rule."
What were the territories under military commanders called?,"According to the provided context, the territories under military commanders were called ""garrisons""."
What is globalization?,"Based on the provided context, globalization refers to an economic system that has emerged since the last 50 years or so."
How were iqtas (territories) controlled?,"According to the context, iqtas (territories) were controlled by a system of governance outlined in the Arthaśhāstra, where a whole administrative structure was put in place from the village to the regional capital. This included the management and development of villages and local areas through institutions governed by states."
Name the three types of taxes collected by Alauddin Khalji.,"According to the provided context, the three types of taxes collected by Alauddin Khalji are:

1. On cultivation, amounting to about 50 per cent of the peasant's produce.
2. On cattle.
3. On houses.

These are the only tax types mentioned in the given context as being collected during Alauddin Khalji's reign."
What percentage of produce was collected as land tax under the Delhi Sultans?,"According to the context, the percentage of produce collected as land tax under the Delhi Sultans is about 50%. This is mentioned in the sentence: ""on cultivation called and amounting to about 50 per cent of the peasant’s produce""."
Who led the Mongol invasions of India?,"According to the provided context, it was the Mongols under Genghis Khan who led the Mongol invasions of India."
How did Alauddin Khalji defend against Mongol attacks?,"According to the context, Alauddin Khalji defended against Mongol attacks by:

""Sometimes rulers like Alauddin Khalji and Muhammad Tughluq could force their control in these areas [forest regions] but only for a short duration.""

In other words, there is no specific information provided on how Alauddin Khalji defended against Mongol attacks."
What was the role of garrisons in defending the Delhi Sultanate?,"According to the provided context, garrisons played a crucial role in defending the Delhi Sultanate by:

* Maintaining law and order in their assigned territories ().
* Leading military campaigns against invaders like the Mongols.

The context also mentions that these governors (), were appointed by the Sultanate and had to collect revenues from their assigned lands as salary."
Why did the Delhi Sultans struggle to control forested regions?,"According to the context, the Delhi Sultans struggled to control forested regions because local chieftains established their rule in these areas and were able to defend themselves effectively. The Sultanate forces could only occasionally penetrate these regions for a short duration, suggesting that the chieftains' fortifications and defense arrangements made it difficult for the Delhi Sultans to exert control over these areas."
Which traveler described the defense systems of chieftains in India?,"According to the given context, Ibn Battuta, a fourteenth-century traveller from Morocco, described the defense systems of chieftains in India."
Name two dynasties that ruled after the Tughluqs.,"Based on the context provided, two dynasties that ruled after the Tughluqs are:

1. Sayyid Dynasty
2. Lodi Dynasty"
What tax was collected from non-Muslims under the Delhi Sultans?,"According to the context, under the Delhi Sultans, Jizyah was collected from non-Muslims."
What was the role of Afghan and Rajput rulers after the Delhi Sultanate?,"According to the context, after the Delhi Sultanate, Afghan and Rajput rulers established their independent rule in various regions. They were able to do so because some areas were forested or mountainous, making it difficult for Sultanate forces to penetrate and maintain control. These local chieftains, including Afghans and Rajputs, set up their own fortifications and defense systems to protect their territories."
Which ruler introduced administrative reforms later followed by Akbar?,"According to the context, the ruler who introduced administrative reforms later followed by Akbar was Muhammad Tughluq."
How did deforestation occur during the expansion of the Delhi Sultanate?,"According to the context, deforestation occurred during the expansion of the Delhi Sultanate due to peasants extending the boundaries of cultivation, clearing forests and breaking new land as population increased and demand for food rose. This process began centuries ago and became more systematic and extensive under colonial rule."
Who were the Mughals descended from on their mother’s side?,"According to the context, the Mughals were descended from Genghis Khan on their mother's side."
Who was the ancestor of the Mughals from their father’s side?,"According to the context, the ancestor of the Mughals from their father's side was Timur (died 1404), the ruler of Iran, Iraq, and modern-day Turkey."
Why did the Mughals not like to be called Mongols?,"According to the context, the Mughals did not like to be called Mongols because Genghis Khan's memory was associated with the massacre of innumerable people and linked with their Mongol competitors, the Uzbegs."
When did Babur capture Delhi and Agra?,"According to the context, Babur did not capture Delhi and Agra. The context only mentions Nadir Shah's sack of Delhi in 1739 and Jat consolidation of power during the late seventeenth and eighteenth centuries, but it does not mention Babur capturing these cities."
What made the Mughal Empire different from its predecessors?,"Based on the provided context, I think the Mughals tried to conquer the land of the Ahoms and were interested in the land of the Gonds because they aimed to expand their empire and impose their administration and governance ideas on diverse territories and cultures. The context highlights that the Mughals ruled a large territory with diverse people and cultures, and they accomplished what had hitherto seemed possible for only short periods of time."
What system of inheritance did the Mughals follow?,"According to the context, the Mughals followed a system of coparcenary inheritance, where the inheritance was divided amongst all sons, rather than following primogeniture, where the eldest son inherited his father's estate."
How was the Mughal system different from primogeniture?,"According to the context, the Mughal system was different from primogeniture in that it followed the custom of coparcenary inheritance, where the inheritance is divided amongst all sons, rather than being inherited by the eldest son."
Which Rajput ruler was Jahangir’s mother related to?,"According to the context, Jahangir's mother was a Kachhwaha princess, daughter of the Rajput ruler of Amber (modern-day Jaipur). Therefore, the Rajput ruler whose daughter was related to Jahangir's mother is the ruler of Amber (Jaipur), which is a Kachhwaha ruler."
Which Mughal ruler’s mother was a Rathor princess?,"According to the context, the Mughal ruler whose mother was a Rathor princess is Shah Jahan."
How did the Mughals maintain control over defeated rulers?,"Based on the context, the Mughals maintained control over defeated rulers by allowing provincial governors and local chieftains to consolidate their power. This was a result of Emperor Aurangzeb's depletion of military and financial resources, which led to the breakdown of imperial administration. The Mughal emperors after Aurangzeb were unable to arrest this shift in authority, as powerful governors and local leaders seized economic resources to strengthen their positions."
What was a mansab?,"A mansab is a position or rank held by an individual. It refers to an individual who holds a mansab, meaning a specific position or title within the Mughal administration."
How was a mansabdar’s rank determined?,"According to the context, a mansabdar's rank was determined by their zat ranking. Zat rankings ranged from 1,000 to 5,000, with higher-ranked nobles having more zat and thus being ranked higher than those with lower zat."
What did a mansabdar have to maintain as part of his military duty?,"According to the context, a mansabdar had to maintain a certain number of soldiers as part of their military duty."
What were the Silk Routes used for?,"According to the context, the Silk Routes were used for:

* Pre-modern trade and cultural links between distant parts of the world
* The exchange of goods such as Chinese silk, Indian textiles, spices, precious metals (gold and silver), and pottery
* The flow of ideas, culture, and people between Asia, Europe, and northern Africa
"
How was the revenue of jagirs collected?,"According to the context, the revenue of jagirs was collected through local elites, such as headmen or chieftains. The Mughals used the term ""zamindars"" to describe all intermediaries, who collected taxes from peasants and other rural areas."
Who carried out the revenue survey during Akbar’s reign?,"According to the context, Akbar's revenue minister, Todar Mal, carried out a careful survey of crop yields, prices, and areas cultivated for a 10-year period."
What was the revenue system introduced by Todar Mal called?,"According to the context, the revenue system introduced by Todar Mal was called ""a careful survey of crop yields, prices and areas cultivated for a 10-year period, was divided into revenue circles with its own schedule of revenue rates for individual crops."""
How were revenue rates decided in the zabt system?,"According to the context, revenue rates were decided in the Zabt system by making them roughly equal to the salary of a zamindar. However, it is mentioned that by Aurangzeb's reign, this was no longer the case and the actual revenue collected was often less than the granted sum."
Who were the zamindars?,"The Zamindars were local landowners who collected rent from peasants and paid revenue to the Company. They were recognized as zamindars by the Permanent Settlement in 1793, which fixed their revenue demand permanently."
Why did peasants sometimes rebel against Mughal rule?,"Based on the given context, peasants sometimes rebelled against Mughal rule due to mounting taxes and attempts by powerful chieftains to consolidate their positions."
How did the Mughal economy benefit from efficient administration?,"The Mughal economy benefited from efficient administration by having a powerful and well-administered system that allowed for the collection of taxes and resources. This enabled the empire to maintain stability and prosperity, as seen in the emergence of new dynasties and provinces like Hyderabad and Awadh. The efficient administration also allowed the wealthy peasantry to thrive, which in turn increased productivity and contributed to the empire's wealth."
Why were there inequalities in Mughal society?,"According to the context, there were inequalities in Mughal society because ""the state of poverty that existed side by side with the greatest opulence."" This implies that despite the economic and commercial prosperity of the empire, a significant number of people lived in poverty."
How did the Mughal nobility affect the economy?,"According to the context, the Mughal nobility affected the economy by:

* Peasants were vital for the economy of the Mughal Empire.
* The main source of income available to Mughal rulers was tax on the produce of the peasantry.
* The wealthier peasantry and zamindars (rural elites) played a crucial role in this economic world.

These factors suggest that the Mughal nobility's influence on the economy was largely based on taxation and control over the peasant population."
What was the impact of excessive taxation on peasants?,"According to the context, the impact of excessive taxation on peasants was that they were unable to pay the revenue demand and as a result, ryots (peasants) fled the countryside, leading to deserted villages in many regions."
Why was there little investment in productivity by peasants and artisans?,"According to the context, there was little investment in productivity by peasants and artisans because merchants from towns supplied money to them, persuading them to produce for an international market. The focus was on quantity rather than quality or efficiency, as peasants and artisans were producing mainly for export."
Who was Mehrunnisa?,"According to the provided context, Mehrunnisa married Emperor Jahangir in 1611 and received the title Nur Jahan. She remained extremely loyal and supportive to the monarch."
What title did Jahangir give to Mehrunnisa after marriage?,"According to the context, Jahangir gave Mehrunnisa the title ""Nur Jahan"" after their marriage in 1611."
What special honor did Nur Jahan receive?,"According to the context, Nur Jahan received a special honor when Jahangir struck silver coins bearing his own titles on one side and on the other the inscription ""struck in the name of the Queen Begum, Nur Jahan""."
What did Nur Jahan’s seal on a farman signify?,"According to the context, Nur Jahan's seal on a farman (order) signifies ""Command of her most Sublime and Elevated Majesty Nur Jahan Padshah Begum""."
How did Mughal queens and princesses influence governance?,"According to the context, Mughal queens and princesses influenced governance through their marriages with other rulers, such as the Rajputs. This brought them into conflict with larger and more complex kingdoms and empires, and ultimately contributed to the decline of the Mughal Empire."
What was the meaning of sulh-i kul?,"According to the context, sulh-i kul means ""universal peace"" and refers to Akbar's policy of tolerance towards all religions and beliefs."
Who framed the idea of sulh-i kul for Akbar?,"According to the context, Abul Fazl, one of Akbar's close friends and courtiers, framed the idea of sulh-i kul for Akbar."
How did Akbar promote religious tolerance?,"According to the context, Akbar promoted religious tolerance through his policy of ""sulh-i kul"", which meant that there was room for all religions and creeds in his empire. He followed this principle consistently, allowing Sunnis and Shias to pray together in one mosque and Christians and Jews in one church."
Why did Jahangir describe sulh-i kul as universal peace?,"According to Jahangir's description, sulh-i kul is ""universal peace"" because just as the divine compassion has room for all classes and creeds, Akbar's dominions had room for people of opposite religions and beliefs, with no road to intolerance."
How did the Mughals accommodate diverse communities in governance?,"According to the context, the Mughals accommodated diverse communities in governance by framing the idea of tolerance so that Akbar could govern a society composed of many religions, cultures, and castes. This was helped by Abul Fazl, Akbar's friend and counsellor, who assisted him in this endeavor."
What happened to the Mughal provinces by the 18th century?,"According to the context, by the 18th century, the Mughal provinces were reshaped by the emergence of independent state formations."
What is one example of cultural exchange through food?,One example of cultural exchange through food is the possible origin of spaghetti from noodles brought by Arab traders to fifth-century Sicily. This suggests long-distance cultural contact and exchange even in the pre-modern world.
How did the increasing number of mansabdars lead to problems?,"According to the context, the increasing number of mansabdars led to problems because it would have meant more expenditure for the state. The number of mansabdars increased from 29 in Akbar's reign to 79 in Aurangzeb's reign, which would require more resources to maintain and compensate them."
Why did Aurangzeb struggle to maintain financial stability?,"According to the context, Aurangzeb struggled to maintain financial stability because he had depleted the military and financial resources of his empire by fighting a long war in the Deccan."
How did peasant revolts weaken the Mughal Empire?,"Based on the provided context, peasant revolts weakened the Mughal Empire by:

* Causing periodic remission of revenue to the capital to decline, further eroding the empire's economic power
* Allowing rebellious groups to seize economic resources and consolidate their positions, which ultimately led to a gradual shifting of political and economic authority into the hands of provincial governors, local chieftains, and other groups."
What were tribes?,"According to the context, a tribe is defined as ""a group of families or clans sharing a tradition of common descent, a culture and a language, living as a close-knit community under a chief and holding no private property.""

In ancient India, tribes were referred to as different ""janas"" that lived in specific environments such as forests or mountains."
How were tribal societies different from caste-based societies?,"According to the context, tribal societies were different from caste-based societies in the following ways:

* Tribal societies were united by kinship bonds, whereas caste-based societies were divided into numerous unequal classes.
* Tribal societies retained their freedom and preserved their separate culture, whereas caste-based societies followed the social rules and rituals prescribed by the Brahmanas.

These differences suggest that tribal societies operated on a more egalitarian level, without the rigid hierarchies and social stratification characteristic of caste-based societies."
How did tribal people preserve their customs and traditions?,"According to the context, tribal people preserved their customs and traditions through:

* Oral traditions: teachings or practices transmitted through everyday practice, without written texts.

This is stated in the section ""Folk and Tribal Roots"" under the heading ""What is a tribe?"""
Why did some tribes clash with powerful caste-based societies?,"Based on the context, some tribes clashed with powerful caste-based societies because they rejected the caste system and orthodox Hinduism."
What kind of occupations did tribal people engage in?,"According to the context, tribal people engaged in various occupations such as:

* Agriculture
* Hunting-gathering
* Herding
* Combining these activities to make full use of natural resources
* Some were nomadic and moved from one place to another
* Shifting cultivation (jhum cultivation) was practiced by some tribes, which involved clearing land, burning vegetation, and broadcasting seeds."
Which tribe lived in the western Himalayas?,"According to the context, the tribe that lived in the western Himalayas is not specifically mentioned. The context provides information about various tribes found in different regions of India, including Punjab, Multan, and Sind, but does not mention a specific tribe living in the western Himalayas."
"Who were the Gakkhars, and where did they live?","According to the context, the Gakkhars were a tribal group and their chief, Kamal Khan Gakkhar, was made a noble by Emperor Akbar. They lived in Punjab, specifically in an area that is mentioned as having been exhausted and where they moved to another region."
How did potatoes affect European populations?,"According to the context, potatoes affected European populations by allowing Europe's poor to eat better and live longer. This was particularly significant in Ireland, where the poorest peasants became heavily dependent on potatoes. When a disease destroyed the potato crop in the mid-1840s, hundreds of thousands of people died of starvation."
Which tribal group dominated Sind and Multan before the Mughals?,"According to the context, the tribal group that dominated Sind and Multan before the Mughals were the Langahs and Arghuns."
"Who were the Balochis, and how were they organized?","According to the given context, the Balochis were a large and powerful tribe. The context does not provide further information about their organization or structure."
What is a nomadic pastoralist?,"Based on the provided context, a nomadic pastoralist is someone who:

* Does not live in one place but moves from one area to another to earn their living
* Has herds of animals such as goats and sheep, or camels and cattle that they move with them.

In this context, it does not provide information on specific groups or areas frequented by these pastoralists."
What products did nomadic tribes exchange with settled agriculturists?,"According to the context, nomadic tribes exchanged wool, ghee, etc. with settled agriculturists for grain, cloth, utensils, and other products."
Why were the Banjaras important in trade?,"The Banjaras were important in trade because they transported grain on their animals (oxen) from one place to another. They bought grain where it was cheaply available and carried it to places where it was dearer, selling it at a profit. This allowed for the transportation of food grains to city markets, as well as to support military campaigns by carrying grain for the Mughal army."
What was a tanda in relation to the Banjaras?,"In relation to the Banjaras, a tanda refers to a group of many families carrying grains such as wheat and rice."
How did Sultan Alauddin Khalji use the Banjaras?,"According to the context, Sultan Alauddin Khalji used the Banjaras to transport grain to city markets."
How did new castes emerge in Indian society?,"According to the context, new castes emerged in Indian society as people with new skills were required due to economic and societal growth. Smaller castes or jatis emerged within the Brahmana community itself, and specialized artisans like smiths, carpenters, and masons were recognized as separate jatis by the Brahmanas."
Why did some tribal groups join the caste system?,"According to the context, some tribal groups joined the caste system with the support of Brahmanas. Only the leading tribal families could join the ruling class, while a large majority joined the lower castes of society."
"What were rathakaras, and what occupations did they have?","According to the context, rathakaras were a group of chariot makers. Their occupations included:

* Architecture
* Building coaches and chariots
* Erecting gateways for temples with images in them
* Preparing wooden equipment used to perform sacrifices
* Building mandapas (shrines)
* Making jewels for the king"
How did Rajput clans emerge from tribal societies?,"According to the context, Rajput clans emerged from tribal societies by gradually replacing older rulers in agricultural areas and using their wealth to create powerful states. Some of these tribes had been tribes earlier, such as Hunas, Chandelas, Chalukyas, etc., which became regarded as Rajputs. With the support of Brahmanas, many tribes became part of the caste system, with only the leading families joining the ruling class."
How did the rise of states affect tribal societies?,"According to the context, the rise of states affected tribal societies in the following ways:

* Tribal societies had rich oral traditions, and these were passed down to each new generation.
* As tribal states became bigger and stronger, they gave land grants to labourers and nomads (question 2d).
* The rise of states led to social change, including an increase in hierarchy between social classes (question 3b).
"
What was the Gondwana region?,"According to the context, the Gondwana region was a vast forested region inhabited by the Gonds."
What type of cultivation did the Gonds practice?,"According to the context, the Gonds practiced shifting cultivation."
How was the Gond kingdom of Garha Katanga organized?,"According to the context, the Gond kingdom of Garha Katanga was organized as follows:

* The kingdom was divided into smaller units called ""shifting cultivation"" which were further divided into ""khairi"" (84 villages) and then ""pattis"" (12 villages each).
* Each khairi was controlled by a particular Gond clan.
* The administrative system of these kingdoms was becoming centralized.

No information is provided about the social hierarchy or bureaucracy within the kingdom."
What was the impact of diseases on the Americas?,"The impact of diseases on the Americas was significant. The Spanish conquerors brought germs such as smallpox to America, which spread rapidly among the original inhabitants who had no immunity against these diseases. Smallpox proved a deadly killer, killing and decimating whole communities, paving the way for conquest."
What happened to Rani Durgawati’s kingdom in 1565?,"According to the context, Rani Durgawati's kingdom was defeated by Mughal forces under Asaf Khan in 1565. She put up strong resistance but eventually died rather than surrender."
Where did the Ahoms migrate from?,"According to the context, the Ahoms migrated to the Brahmaputra valley from present-day Myanmar in the 13th century."
Which tribes did the Ahoms conquer in the 16th century?,"According to the context, the Ahoms conquered the kingdoms of:

1. Chhutiyas (1523)
2. Koch-Hajo (1581)

These conquests were mentioned in the passage as part of the Ahoms' expansion and state-building during the 16th century."
What was the forced labor system in the Ahom state called?,"According to the context, the forced labor system in the Ahom state was called ""ghillies""."
What was the role of the peasants in Ahom society?,"According to the provided context, the role of peasants in Ahom society was that they were given land by their village community. The peasant's land could not be taken away by the king or anyone else without the consent of the community. This suggests that peasants had a significant degree of autonomy and security in terms of their landholdings."
